NODE,CLIENT,RATE,DURATION,MIN,MAX,AVERAGE
5,5,38.50833333333333,108,211.158,211.158,211.158
5,5,14.65,108,7.668,15.612,13.2552
5,5,5.008333333333334,108,6.305,8.932,7.2768
5,5,32.53333333333333,108,189.635,189.635,189.635
5,5,19.175,108,17.983,33.438,23.525
5,5,9.966666666666667,108,7.443,10.538,8.7297
5,5,28.73333333333333,108,75.795,75.795,75.795
5,5,23.33333333333333,108,44.836,83.638,64.237
