Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.90%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1619220935,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220936,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220937,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220938,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220939,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220940,0,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220941,20,,Aggregated,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1619220942,20,send,send_transfer,0,0,1200,1300,1300,1300,1400,1400,1400,1400,1400,1400,1400,7,0,1200,1257.857143,1144,1403,232
1619220942,20,,Aggregated,0,0,1200,1300,1300,1300,1400,1400,1400,1400,1400,1400,1400,7,0,1200,1257.857143,1144,1403,232
1619220943,20,send,send_transfer,0,0,1200,1300,1400,1400,1900,2100,2100,2100,2100,2100,2100,11,0,1200,1376.545455,1144,2076,232
1619220943,20,,Aggregated,0,0,1200,1300,1400,1400,1900,2100,2100,2100,2100,2100,2100,11,0,1200,1376.545455,1144,2076,232
1619220944,20,send,send_transfer,0,0,1200,1300,1400,1800,1900,2100,2100,2100,2100,2100,2100,14,0,1200,1372.571429,1050,2076,232
1619220944,20,,Aggregated,0,0,1200,1300,1400,1800,1900,2100,2100,2100,2100,2100,2100,14,0,1200,1372.571429,1050,2076,232
1619220945,20,send,send_transfer,6.333333,0,1300,1700,1800,1800,1900,2100,2300,2300,2300,2300,2300,32,0,1300,1457.09375,1021,2284,232
1619220945,20,,Aggregated,6.333333,0,1300,1700,1800,1800,1900,2100,2300,2300,2300,2300,2300,32,0,1300,1457.09375,1021,2284,232
1619220946,20,send,send_transfer,6.666667,0,1300,1700,1700,1800,1900,2100,2400,2400,2400,2400,2400,41,0,1300,1458.170732,1021,2398,232
1619220946,20,,Aggregated,6.666667,0,1300,1700,1700,1800,1900,2100,2400,2400,2400,2400,2400,41,0,1300,1458.170732,1021,2398,232
1619220947,20,send,send_transfer,7.25,0,1300,1700,1700,1800,1900,2100,2400,2400,2400,2400,2400,44,0,1300,1441.090909,960,2398,232
1619220947,20,,Aggregated,7.25,0,1300,1700,1700,1800,1900,2100,2400,2400,2400,2400,2400,44,0,1300,1441.090909,960,2398,232
1619220948,20,send,send_transfer,7.833333,0,1300,1700,1700,1800,2000,2200,2300,2400,2400,2400,2400,60,0,1300,1434.766667,960,2398,232
1619220948,20,,Aggregated,7.833333,0,1300,1700,1700,1800,2000,2200,2300,2400,2400,2400,2400,60,0,1300,1434.766667,960,2398,232
1619220949,20,send,send_transfer,8,0,1300,1700,1700,1800,1900,2100,2300,2400,2400,2400,2400,73,0,1300,1435.821918,960,2398,232
1619220949,20,,Aggregated,8,0,1300,1700,1700,1800,1900,2100,2300,2400,2400,2400,2400,73,0,1300,1435.821918,960,2398,232
1619220950,20,send,send_transfer,8.142857,0,1300,1700,1700,1800,1900,2100,2300,2400,2400,2400,2400,76,0,1300,1419.828947,960,2398,232
1619220950,20,,Aggregated,8.142857,0,1300,1700,1700,1800,1900,2100,2300,2400,2400,2400,2400,76,0,1300,1419.828947,960,2398,232
1619220951,20,send,send_transfer,8.555556,0,1300,1500,1700,1800,1900,2100,2300,2400,2400,2400,2400,85,0,1300,1406.211765,960,2398,232
1619220951,20,,Aggregated,8.555556,0,1300,1500,1700,1800,1900,2100,2300,2400,2400,2400,2400,85,0,1300,1406.211765,960,2398,232
1619220952,20,send,send_transfer,8.5,0,1200,1500,1700,1700,1900,2100,2300,2400,2400,2400,2400,97,0,1200,1391.020619,960,2398,232
1619220952,20,,Aggregated,8.5,0,1200,1500,1700,1700,1900,2100,2300,2400,2400,2400,2400,97,0,1200,1391.020619,960,2398,232
1619220953,20,send,send_transfer,8.7,0,1200,1400,1700,1700,1900,2100,2200,2300,2400,2400,2400,107,0,1200,1383.71028,960,2398,232
1619220953,20,,Aggregated,8.7,0,1200,1400,1700,1700,1900,2100,2200,2300,2400,2400,2400,107,0,1200,1383.71028,960,2398,232
